#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
6,Sun Apr 28 14:29:31 EDT 2024,12,0,Assignment4OneClientSuite,RMIOneClientConnection RMIStaticArguments , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NoCheckstyleWarnings A4PublicMethodsOverride A4SpuriousCalls A4TaggedClassesDefined RMIOneClientReadWriteNonAtomic RMITwoClientConnection RMITwoClientReadWriteNonAtomic , ,2,1,true,RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments , , ,RMIOneClientConnection-(20.0/20.0) RMIOneClientReadWriteNonAtomic-(0.0/20.0) RMIStaticArguments-(20.0/20.0) , ,
6,Sun Apr 28 14:29:31 EDT 2024,12,0,Assignment4OneClientSuite,RMIOneClientConnection RMIStaticArguments , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NoCheckstyleWarnings A4PublicMethodsOverride A4SpuriousCalls A4TaggedClassesDefined RMIOneClientReadWriteNonAtomic RMITwoClientConnection RMITwoClientReadWriteNonAtomic , ,2,1,true,RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments , , ,RMIOneClientConnection-(20.0/20.0) RMIOneClientReadWriteNonAtomic-(0.0/20.0) RMIStaticArguments-(20.0/20.0) , ,
7,Sun Apr 28 14:32:33 EDT 2024,18,6,Assignment4TwoClientSuite,RMIOneClientConnection RMIStaticArguments RMITwoClientConnection+ , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NoCheckstyleWarnings A4PublicMethodsOverride A4SpuriousCalls A4TaggedClassesDefined RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,2,2,true,RMITwoClientConnection RMITwoClientReadWriteNonAtomic , , ,RMITwoClientConnection-(20.0/20.0) RMITwoClientReadWriteNonAtomic-(0.0/20.0) , ,
7,Sun Apr 28 14:32:33 EDT 2024,18,6,Assignment4TwoClientSuite,RMIOneClientConnection RMIStaticArguments RMITwoClientConnection+ , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NoCheckstyleWarnings A4PublicMethodsOverride A4SpuriousCalls A4TaggedClassesDefined RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,2,2,true,RMITwoClientConnection RMITwoClientReadWriteNonAtomic , , ,RMITwoClientConnection-(20.0/20.0) RMITwoClientReadWriteNonAtomic-(0.0/20.0) , ,
8,Sun Apr 28 14:33:42 EDT 2024,25,7,A4GeneralStyleSuite,A4NoCheckstyleWarnings+ RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls A4TaggedClassesDefined RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,2,3,true,A4AccessModifiersMatched A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NoCheckstyleWarnings A4PublicMethodsOverride , ,A4AccessModifiersMatched A4MnemonicNames A4NoCheckstyleWarnings A4PublicMethodsOverride ,A4AccessModifiersMatched-(0.0/5.0) A4InterfaceAsType-(0.0/10.0) A4MnemonicNames-(0.0/10.0) A4NamedConstants-(0.0/1.0) A4NoCheckstyleWarnings-(10.0/10.0) A4PublicMethodsOverride-(0.0/5.0) , ,
8,Sun Apr 28 14:33:42 EDT 2024,25,7,A4GeneralStyleSuite,A4NoCheckstyleWarnings+ RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls A4TaggedClassesDefined RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,2,3,true,A4AccessModifiersMatched A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NoCheckstyleWarnings A4PublicMethodsOverride , ,A4AccessModifiersMatched A4MnemonicNames A4NoCheckstyleWarnings A4PublicMethodsOverride ,A4AccessModifiersMatched-(0.0/5.0) A4InterfaceAsType-(0.0/10.0) A4MnemonicNames-(0.0/10.0) A4NamedConstants-(0.0/1.0) A4NoCheckstyleWarnings-(10.0/10.0) A4PublicMethodsOverride-(0.0/5.0) , ,
9,Sun Apr 28 14:33:48 EDT 2024,31,6,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined+ RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,2,4,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
9,Sun Apr 28 14:33:48 EDT 2024,31,6,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined+ RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,2,4,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
10,Sun Apr 28 14:56:45 EDT 2024,31,0,Assignment4OneClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,3,0,true,RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments , , ,RMIOneClientConnection-(20.0/20.0) RMIOneClientReadWriteNonAtomic-(0.0/20.0) RMIStaticArguments-(20.0/20.0) , ,
10,Sun Apr 28 14:56:45 EDT 2024,31,0,Assignment4OneClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,3,0,true,RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments , , ,RMIOneClientConnection-(20.0/20.0) RMIOneClientReadWriteNonAtomic-(0.0/20.0) RMIStaticArguments-(20.0/20.0) , ,
11,Sun Apr 28 15:06:38 EDT 2024,31,0,Assignment4OneClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,4,0,true,RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments , , ,RMIOneClientConnection-(20.0/20.0) RMIOneClientReadWriteNonAtomic-(0.0/20.0) RMIStaticArguments-(20.0/20.0) , ,
11,Sun Apr 28 15:06:38 EDT 2024,31,0,Assignment4OneClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,4,0,true,RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments , , ,RMIOneClientConnection-(20.0/20.0) RMIOneClientReadWriteNonAtomic-(0.0/20.0) RMIStaticArguments-(20.0/20.0) , ,
12,Sun Apr 28 16:09:31 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,5,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
12,Sun Apr 28 16:09:31 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,5,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
13,Sun Apr 28 16:09:56 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,6,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
13,Sun Apr 28 16:09:56 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,6,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
14,Sun Apr 28 16:11:22 EDT 2024,31,0,A4TaggedClassesDefined,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,7,0,false, , , ,A4TaggedClassesDefined-(10.0/10.0) , ,
14,Sun Apr 28 16:11:22 EDT 2024,31,0,A4TaggedClassesDefined,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,7,0,false, , , ,A4TaggedClassesDefined-(10.0/10.0) , ,
15,Sun Apr 28 16:11:33 EDT 2024,31,0,A4GeneralStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,7,1,true,A4AccessModifiersMatched A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NoCheckstyleWarnings A4PublicMethodsOverride , ,A4AccessModifiersMatched A4MnemonicNames A4NoCheckstyleWarnings A4PublicMethodsOverride ,A4AccessModifiersMatched-(0.0/5.0) A4InterfaceAsType-(0.0/10.0) A4MnemonicNames-(0.0/10.0) A4NamedConstants-(0.0/1.0) A4NoCheckstyleWarnings-(10.0/10.0) A4PublicMethodsOverride-(0.0/5.0) , ,
15,Sun Apr 28 16:11:33 EDT 2024,31,0,A4GeneralStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,7,1,true,A4AccessModifiersMatched A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NoCheckstyleWarnings A4PublicMethodsOverride , ,A4AccessModifiersMatched A4MnemonicNames A4NoCheckstyleWarnings A4PublicMethodsOverride ,A4AccessModifiersMatched-(0.0/5.0) A4InterfaceAsType-(0.0/10.0) A4MnemonicNames-(0.0/10.0) A4NamedConstants-(0.0/1.0) A4NoCheckstyleWarnings-(10.0/10.0) A4PublicMethodsOverride-(0.0/5.0) , ,
16,Sun Apr 28 16:11:43 EDT 2024,31,0,A4ExpectedInterfaces,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,7,2,false, , , ,A4ExpectedInterfaces-(0.0/5.0) , ,
16,Sun Apr 28 16:11:43 EDT 2024,31,0,A4ExpectedInterfaces,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,7,2,false, , , ,A4ExpectedInterfaces-(0.0/5.0) , ,
17,Sun Apr 28 16:11:45 EDT 2024,31,0,A4ExpectedCalls,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,7,3,false, , , ,A4ExpectedCalls-(0.0/20.0) , ,
17,Sun Apr 28 16:11:45 EDT 2024,31,0,A4ExpectedCalls,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,7,3,false, , , ,A4ExpectedCalls-(0.0/20.0) , ,
