#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
5,Mon Apr 29 15:55:01 EDT 2024,0,0,Assignment5OneClientSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,2,2,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(0.0/20.0) , ,
5,Mon Apr 29 15:55:01 EDT 2024,0,0,Assignment5OneClientSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,2,2,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(0.0/20.0) , ,
6,Mon Apr 29 15:55:21 EDT 2024,0,0,Assignment5TwoClientSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIClientMetaStateBroadcast+ GIPCRMIClientMetaStateNoBroadcast+ GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast+ GIPCRMIServerMetaStateNoBroadcast+ GIPCRMIStaticArguments GIPCRMITwoClientConnection+ GIPCRMITwoClientReadWriteNonAtomic+ ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride ,2,3,true,GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast ,GIPCRMIClientMetaStateBroadcast-(0.0/20.0) GIPCRMIClientMetaStateNoBroadcast-(0.0/20.0) GIPCRMIServerMetaStateBroadcast-(0.0/20.0) GIPCRMIServerMetaStateNoBroadcast-(0.0/20.0) GIPCRMITwoClientConnection-(0.0/20.0) GIPCRMITwoClientReadWriteNonAtomic-(0.0/20.0) , ,
6,Mon Apr 29 15:55:21 EDT 2024,0,0,Assignment5TwoClientSuite, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIClientMetaStateBroadcast+ GIPCRMIClientMetaStateNoBroadcast+ GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast+ GIPCRMIServerMetaStateNoBroadcast+ GIPCRMIStaticArguments GIPCRMITwoClientConnection+ GIPCRMITwoClientReadWriteNonAtomic+ ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride ,2,3,true,GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast ,GIPCRMIClientMetaStateBroadcast-(0.0/20.0) GIPCRMIClientMetaStateNoBroadcast-(0.0/20.0) GIPCRMIServerMetaStateBroadcast-(0.0/20.0) GIPCRMIServerMetaStateNoBroadcast-(0.0/20.0) GIPCRMITwoClientConnection-(0.0/20.0) GIPCRMITwoClientReadWriteNonAtomic-(0.0/20.0) , ,
7,Mon Apr 29 15:55:21 EDT 2024,0,0,GIPCRMIServerMetaStateBroadcast, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride ,2,4,false, , ,GIPCRMIServerMetaStateBroadcast ,GIPCRMIServerMetaStateBroadcast-(0.0/20.0) , ,
7,Mon Apr 29 15:55:21 EDT 2024,0,0,GIPCRMIServerMetaStateBroadcast, , ,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic ,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride ,2,4,false, , ,GIPCRMIServerMetaStateBroadcast ,GIPCRMIServerMetaStateBroadcast-(0.0/20.0) , ,
8,Mon Apr 29 15:55:25 EDT 2024,0,0,A5GeneralStyleSuite, , ,A5AccessModifiersMatched+ A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType+ A5MnemonicNames+ A5NamedConstants+ A5NoCheckstyleWarnings+ A5PublicMethodsOverride+ A5SpuriousCalls A5TaggedClassesDefined GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,2,5,true,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride , ,A5AccessModifiersMatched A5MnemonicNames A5NoCheckstyleWarnings A5PublicMethodsOverride ,A5AccessModifiersMatched-(0.0/5.0) A5InterfaceAsType-(0.0/10.0) A5MnemonicNames-(0.0/10.0) A5NamedConstants-(0.0/1.0) A5NoCheckstyleWarnings-(0.0/10.0) A5PublicMethodsOverride-(0.0/5.0) , ,
8,Mon Apr 29 15:55:25 EDT 2024,0,0,A5GeneralStyleSuite, , ,A5AccessModifiersMatched+ A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType+ A5MnemonicNames+ A5NamedConstants+ A5NoCheckstyleWarnings+ A5PublicMethodsOverride+ A5SpuriousCalls A5TaggedClassesDefined GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,2,5,true,A5AccessModifiersMatched A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride , ,A5AccessModifiersMatched A5MnemonicNames A5NoCheckstyleWarnings A5PublicMethodsOverride ,A5AccessModifiersMatched-(0.0/5.0) A5InterfaceAsType-(0.0/10.0) A5MnemonicNames-(0.0/10.0) A5NamedConstants-(0.0/1.0) A5NoCheckstyleWarnings-(0.0/10.0) A5PublicMethodsOverride-(0.0/5.0) , ,
9,Mon Apr 29 15:55:46 EDT 2024,0,0,Assignment5OneClientSuite, , ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls A5TaggedClassesDefined GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,2,6,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(0.0/20.0) , ,
9,Mon Apr 29 15:55:46 EDT 2024,0,0,Assignment5OneClientSuite, , ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls A5TaggedClassesDefined GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,2,6,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(0.0/20.0) , ,
10,Mon Apr 29 15:56:04 EDT 2024,5,5,A5SpecificStyleSuite,A5TaggedClassesDefined+ , ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,3,0,true,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined , , ,A5ExpectedCalls-(0.0/20.0) A5ExpectedInterfaces-(0.0/5.0) A5ExpectedSignatures-(0.0/5.0) A5SpuriousCalls-(0.0/20.0) A5TaggedClassesDefined-(10.0/10.0) , ,
10,Mon Apr 29 15:56:04 EDT 2024,5,5,A5SpecificStyleSuite,A5TaggedClassesDefined+ , ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,3,0,true,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined , , ,A5ExpectedCalls-(0.0/20.0) A5ExpectedInterfaces-(0.0/5.0) A5ExpectedSignatures-(0.0/5.0) A5SpuriousCalls-(0.0/20.0) A5TaggedClassesDefined-(10.0/10.0) , ,
11,Mon Apr 29 15:56:14 EDT 2024,5,0,A5SpecificStyleSuite,A5TaggedClassesDefined , ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,3,1,true,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined , , ,A5ExpectedCalls-(0.0/20.0) A5ExpectedInterfaces-(0.0/5.0) A5ExpectedSignatures-(0.0/5.0) A5SpuriousCalls-(0.0/20.0) A5TaggedClassesDefined-(10.0/10.0) , ,
11,Mon Apr 29 15:56:14 EDT 2024,5,0,A5SpecificStyleSuite,A5TaggedClassesDefined , ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,3,1,true,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined , , ,A5ExpectedCalls-(0.0/20.0) A5ExpectedInterfaces-(0.0/5.0) A5ExpectedSignatures-(0.0/5.0) A5SpuriousCalls-(0.0/20.0) A5TaggedClassesDefined-(10.0/10.0) , ,
12,Mon Apr 29 15:56:25 EDT 2024,5,0,Assignment5OneClientSuite,A5TaggedClassesDefined , ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,3,2,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(0.0/20.0) , ,
12,Mon Apr 29 15:56:25 EDT 2024,5,0,Assignment5OneClientSuite,A5TaggedClassesDefined , ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,3,2,true,GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIStaticArguments , , ,GIPCRMIOneClientConnection-(0.0/20.0) GIPCRMIOneClientReadWriteNonAtomic-(0.0/20.0) GIPCRMIStaticArguments-(0.0/20.0) , ,
13,Mon Apr 29 15:59:03 EDT 2024,5,0,A5SpecificStyleSuite,A5TaggedClassesDefined , ,A5AccessModifiersMatched A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5InterfaceAsType A5MnemonicNames A5NamedConstants A5NoCheckstyleWarnings A5PublicMethodsOverride A5SpuriousCalls GIPCRMIClientMetaStateBroadcast GIPCRMIClientMetaStateNoBroadcast GIPCRMIOneClientConnection GIPCRMIOneClientReadWriteNonAtomic GIPCRMIServerMetaStateBroadcast GIPCRMIServerMetaStateNoBroadcast GIPCRMIStaticArguments GIPCRMITwoClientConnection GIPCRMITwoClientReadWriteNonAtomic , ,4,0,true,A5ExpectedCalls A5ExpectedInterfaces A5ExpectedSignatures A5SpuriousCalls A5TaggedClassesDefined , , ,A5ExpectedCalls-(0.0/20.0) A5ExpectedInterfaces-(0.0/5.0) A5ExpectedSignatures-(0.0/5.0) A5SpuriousCalls-(0.0/20.0) A5TaggedClassesDefined-(10.0/10.0) , ,
